-30.0,6.05511546947e-57
-29.99,1.03980140509e-56
-29.98,1.78355658768e-56
-29.97,3.05584912617e-56
-29.96,5.22980440196e-56
-29.95,8.94020560307e-56
-29.94,1.52657480166e-55
-29.93,2.60373748026e-55
-29.92,4.43593141131e-55
-29.91,7.54885307389e-55
-29.9,1.28317427779e-54
-29.89,2.1787070582e-54
-29.88,3.69505202869e-54
-29.87,6.2596607674e-54
-29.86,1.05922826309e-53
-29.85,1.79034548488e-53
-29.84,3.0226833427e-53
-29.83,5.09749704364e-53
-29.82,8.58677009047e-53
-29.81,1.44481156617e-52
-29.8,2.42829310594e-52
-29.79,4.07661338936e-52
-29.78,6.83606948898e-52
-29.77,1.14504336168e-51
-29.76,1.91578125842e-51
-29.75,3.20168373607e-51
-29.74,5.34465235801e-51
-29.73,8.91187356221e-51
-29.72,1.48431847546e-50
-29.71,2.46941278637e-50
-29.7,4.10363584188e-50
-29.69,6.81165210079e-50
-29.68,1.12939178748e-49
-29.67,1.87044660296e-49
-29.66,3.09424377743e-49
-29.65,5.11295841323e-49
-29.64,8.43914632175e-49
-29.63,1.3913400802e-48
-29.62,2.29127173388e-48
-29.61,3.76901982172e-48
-29.6,6.19282443279e-48
-29.59,1.01638357184e-47
-29.58,1.6662303015e-47
-29.57,2.7284810507e-47
-29.56,4.46288173412e-47
-29.55,7.29152445955e-47
-29.54,1.18995302724e-46
-29.53,1.93976813974e-46
-29.52,3.15848157659e-46
-29.51,5.13706897031e-46
-29.5,8.34566538022e-46
-29.49,1.35430056985e-45
-29.48,2.19521811173e-45
-29.47,3.55425690384e-45
-29.46,5.74815508151e-45
-29.45,9.28574300872e-45
-29.44,1.49835032324e-44
-29.43,2.41500811384e-44
-29.42,3.88805450977e-44
-29.41,6.25251321489e-44
-29.4,1.00435076349e-43
-29.39,1.61147930386e-43
-29.38,2.58269173632e-43
-29.37,4.13455654799e-43
-29.36,6.61140591126e-43
-29.35,1.05600805244e-42
-29.34,1.68480312913e-42
-29.33,2.68497108776e-42
-29.32,4.27404006596e-42
-29.31,6.79588603156e-42
-29.3,1.07934953196e-41
-29.29,1.71232678634e-41
-29.28,2.71343683304e-41
-29.27,4.29498156299e-41
-29.26,6.79065105417e-41
-29.25,1.07243269856e-40
-29.24,1.69175396321e-40
-29.23,2.66570987265e-40
-29.22,4.19562902126e-40
-29.21,6.59613907114e-40
-29.2,1.03583611518e-39
