-30.0,5.32638883055e-58
-29.99,9.19301020538e-58
-29.98,1.58486085894e-57
-29.97,2.72918552927e-57
-29.96,4.69443686231e-57
-29.95,8.06570748051e-57
-29.94,1.38423541034e-56
-29.93,2.37293566989e-56
-29.92,4.06322149241e-56
-29.91,6.94965990107e-56
-29.9,1.18731274335e-55
-29.89,2.02616695818e-55
-29.88,3.45377348434e-55
-29.87,5.88059128017e-55
-29.86,1.00013047917e-54
-29.85,1.69902923674e-54
-29.84,2.88305922699e-54
-29.83,4.88669010585e-54
-29.82,8.27341016591e-54
-29.81,1.39914535498e-53
-29.8,2.36346751159e-53
-29.79,3.98790644296e-53
-29.78,6.72123078466e-53
-29.77,1.1315172446e-52
-29.76,1.90275148152e-52
-29.75,3.19603467794e-52
-29.74,5.36227915872e-52
-29.73,8.98660966682e-52
-29.72,1.50435682274e-51
-29.71,2.51544232438e-51
-29.7,4.20132608414e-51
-29.69,7.00917558174e-51
-29.68,1.16803541449e-50
-29.67,1.94425670105e-50
-29.66,3.23265770225e-50
-29.65,5.36876456591e-50
-29.64,8.9063041182e-50
-29.63,1.47580577102e-49
-29.62,2.44269593903e-49
-29.61,4.03848188325e-49
-29.6,6.66922531498e-49
-29.59,1.10012279487e-48
-29.58,1.81265627767e-48
-29.57,2.98330927176e-48
-29.56,4.90444217846e-48
-29.55,8.05358936437e-48
-29.54,1.32098494439e-47
-29.53,2.16428662783e-47
-29.52,3.54193190021e-47
-29.51,5.78994129078e-47
-29.5,9.4540225905e-47
-29.49,1.54194056478e-46
-29.48,2.51204349308e-46
-29.47,4.08785231652e-46
-29.46,6.64464469284e-46
-29.45,1.07883952957e-45
-29.44,1.74964710064e-45
-29.43,2.83434423219e-45
-29.42,4.58630834527e-45
-29.41,7.41280247018e-45
-29.4,1.19676844004e-44
-29.39,1.92995130196e-44
-29.38,3.10878792179e-44
-29.37,5.00200778906e-44
-29.36,8.03907635996e-44
-29.35,1.29055484785e-43
-29.34,2.06945173359e-43
-29.33,3.31468802482e-43
-29.32,5.30320651304e-43
-29.31,8.47506313064e-43
-29.3,1.35286937886e-42
-29.29,2.15713494575e-42
-29.28,3.43563710487e-42
-29.27,5.46569982854e-42
-29.26,8.68545934703e-42
-29.25,1.37863191885e-41
-29.24,2.18580990282e-41
-29.23,3.46166447815e-41
-29.22,5.47603324975e-41
-29.21,8.65278083744e-41
-29.2,1.3656954221e-40
-29.19,2.15308178051e-40
-29.18,3.39059346596e-40
-29.17,5.33334205377e-40
-29.16,8.37976187937e-40
-29.15,1.31514137196e-39
-29.14,2.06168221662e-39
-29.13,3.22834196952e-39
-29.12,5.04947076243e-39
-29.11,7.88897744034e-39
-29.1,1.23113049502e-38
-29.09,1.91909284452e-38
-29.08,2.9881087957e-38
-29.07,4.64734964664e-38
-29.06,7.21976086416e-38
-29.05,1.12033731237e-37
-29.04,1.73653407644e-37
-29.03,2.68860091628e-37
-29.02,4.15793692724e-37
-29.01,6.42300077575e-37
-29.0,9.91075121383e-37
-28.99,1.52750871495e-36
-28.98,2.35163189377e-36
-28.97,3.61629215363e-36
-28.96,5.55477150598e-36
-28.95,8.52270412264e-36
-28.94,1.30616230647e-35
-28.93,1.99951839668e-35
-28.92,3.057469859e-35
-28.91,4.6698989924e-35
-28.9,7.1246135473e-35
-28.89,1.08573455527e-34
-28.88,1.65270191595e-34
-28.87,2.51289257743e-34
-28.86,3.81646987842e-34
-28.85,5.7897295465e-34
-28.84,8.77330520581e-34
-28.83,1.327934705e-33
-28.82,2.0076995749e-33
-28.81,3.03200040886e-33
-28.8,4.5737066541e-33
-28.79,6.89153363838e-33
-28.78,1.03722261349e-32
-28.77,1.55932483424e-32
-28.76,2.34158397483e-32
-28.75,3.51229836468e-32
-28.74,5.26237252152e-32
-28.73,7.87553920798e-32
-28.72,1.17730104685e-31
-28.71,1.75793691137e-31
-28.7,2.62196906078e-31
-28.69,3.90625295315e-31
-28.68,5.81301824469e-31
-28.67,8.64075182548e-31
-28.66,1.28295049969e-30
-28.65,1.90272836044e-30
-28.64,2.81872174216e-30
-28.63,4.17096112585e-30
-28.62,6.16493641539e-30
-28.61,9.10184811414e-30
-28.6,1.34226754415e-29
-28.59,1.97722966226e-29
-28.58,2.90926758375e-29
-28.57,4.27581337614e-29
-28.56,6.27714756226e-29
-28.55,9.20480213765e-29
-28.54,1.3482645008e-28
-28.53,1.97262378424e-28
-28.52,2.88284938654e-28
-28.51,4.20831426884e-28
-28.5,6.13624793352e-28
-28.49,8.93729629311e-28
-28.48,1.30022327619e-27
-28.47,1.88946233817e-27
-28.46,2.74262901487e-27
-28.45,3.97653139672e-27
-28.44,5.75904256644e-27
-28.43,8.33114483107e-27
-28.42,1.20383676804e-26
-28.41,1.73755694232e-26
-28.4,2.50506507192e-26
-28.39,3.60750964288e-26
-28.38,5.18924903207e-26
-28.37,7.45607123733e-26
-28.36,1.07009936886e-25
-28.35,1.53407534634e-25
-28.34,2.19673564326e-25
-28.33,3.14208136131e-25
-28.32,4.48916512002e-25
-28.31,6.40652104189e-25
-28.3,9.1324532492e-25
-28.29,1.30035275513e-24
-28.28,1.84945355967e-24
-28.27,2.62744844243e-24
-28.26,3.72849443273e-24
-28.25,5.28495530908e-24
-28.24,7.48268845293e-24
-28.23,1.05823600053e-23
-28.22,1.49491302042e-23
-28.21,2.10939465635e-23
-28.2,2.97309155173e-23
-28.19,4.18569181291e-23
-28.18,5.88619626756e-23
-28.17,8.26819582535e-23
-28.16,1.16009964449e-22
-28.15,1.62587951122e-22
-28.14,2.27609270974e-22
-28.13,3.18273193861e-22
-28.12,4.44548042224e-22
-28.11,6.20220143182e-22
-28.1,8.64333920854e-22
-28.09,1.20316661592e-21
-28.08,1.67293287113e-21
-28.07,2.3234845121e-21
-28.06,3.22336566189e-21
-28.05,4.46671141398e-21
-28.04,6.18265111275e-21
-28.03,8.54811019053e-21
-28.02,1.18052179728e-20
-28.01,1.62849502287e-20
-28.0,2.24392009455e-20
-27.99,3.08842363262e-20
-27.98,4.24594998023e-20
-27.97,5.83070954548e-20
-27.96,7.99790920618e-20
-27.95,1.09582211177e-19
-27.94,1.49972688706e-19
-27.93,2.05018392548e-19
-27.92,2.79950984658e-19
-27.91,3.81838489723e-19
-27.9,5.20218673237e-19
-27.89,7.07946925818e-19
-27.88,9.62329929837e-19
-27.87,1.3066396007e-18
-27.86,1.7721324169e-18
-27.85,2.40073959116e-18
-27.84,3.24864660481e-18
-27.83,4.39105035812e-18
-27.82,5.92847369466e-18
-27.81,7.99513698275e-18
-27.8,1.07700434083e-17
-27.79,1.44916398298e-17
-27.78,1.94771829416e-17
-27.77,2.61482897911e-17
-27.76,3.50646065517e-17
-27.75,4.69681210027e-17
-27.74,6.28414124869e-17
-27.73,8.39841297579e-17
-27.72,1.12113278249e-16
-27.71,1.49494568755e-16
-27.7,1.99114237949e-16
-27.69,2.64903536508e-16
-27.68,3.52031670249e-16
-27.67,4.67287599887e-16
-27.66,6.19577043826e-16
-27.65,8.20568652209e-16
-27.64,1.08553309455e-15
-27.63,1.43443131763e-15
-27.62,1.89332423237e-15
-27.61,2.4961965229e-15
-27.6,3.28731333162e-15
-27.59,4.32426176603e-15
-27.58,5.68187139133e-15
-27.57,7.45726150192e-15
-27.56,9.77633099773e-15
-27.55,1.28020928823e-14
-27.54,1.67453644497e-14
-27.53,2.18784620149e-14
-27.52,2.85527229089e-14
-27.51,3.72208965567e-14
-27.5,4.84657221829e-14
-27.49,6.30363572118e-14
-27.48,8.18947553449e-14
-27.47,1.0627463841e-13
-27.46,1.37756388395e-13
-27.45,1.78362038954e-13
-27.44,2.3067561035e-13
-27.43,2.97995358971e-13
-27.42,3.84526164784e-13
-27.41,4.95622334131e-13
-27.4,6.38093645318e-13
-27.39,8.20590625955e-13
-27.38,1.05408896524e-12
-27.37,1.35249780376e-12
-27.36,1.73342261829e-12
-27.35,2.21912078608e-12
-27.34,2.83769698307e-12
-27.33,3.62459672247e-12
-27.32,4.62447003241e-12
-27.31,5.89349405854e-12
-27.3,7.50226393121e-12
-27.29,9.53938636551e-12
-27.28,1.21159411421e-11
-27.27,1.53710130192e-11
-27.26,1.94785421593e-11
-27.25,2.46557965105e-11
-27.24,3.11738367754e-11
-27.23,3.93704260553e-11
-27.22,4.96659348482e-11
-27.21,6.25829112468e-11
-27.2,7.87701300009e-11
-27.19,9.9032107439e-11
-27.18,1.24365277817e-10
-27.17,1.5600227729e-10
-27.16,1.95466082421e-10
-27.15,2.44636110387e-10
-27.14,3.05828819042e-10
-27.13,3.81895859753e-10
-27.12,4.76343449916e-10
-27.11,5.93477363208e-10
-27.1,7.38578805015e-10
-27.09,9.1811747268e-10
-27.08,1.14000932379e-09
-27.07,1.41392802391e-09
-27.06,1.75168075673e-09
-27.05,2.16766109882e-09
-27.04,2.67939404041e-09
-27.03,3.30819103149e-09
-27.02,4.07993621898e-09
-27.01,5.0260288931e-09
-27.0,6.1845116715e-09
-26.99,7.60141922037e-09
-26.98,9.33238846191e-09
-26.97,1.14445783814e-08
-26.96,1.40189558791e-08
-26.95,1.71530137838e-08
-26.94,2.09639983595e-08
-26.93,2.55927366049e-08
-26.92,3.12081686375e-08
-26.91,3.80127077287e-08
-26.9,4.62485704541e-08
-26.89,5.62052422793e-08
-26.88,6.82282701262e-08
-26.87,8.27296034884e-08
-26.86,1.00199739985e-07
-26.85,1.21221970394e-07
-26.84,1.46489062798e-07
-26.83,1.76822776161e-07
-26.82,2.13196651129e-07
-26.81,2.56762591013e-07
-26.8,3.08881819425e-07
-26.79,3.7116088409e-07
-26.78,4.45493469761e-07
-26.77,5.34108888119e-07
-26.76,6.39628230201e-07
-26.75,7.65129298544e-07
-26.74,9.1422158317e-07
-26.73,1.09113270922e-06
-26.72,1.30080796601e-06
-26.71,1.54902472897e-06
-26.7,1.84252380928e-06
-26.69,2.18916001223e-06
-26.68,2.59807445676e-06
-26.67,3.07989150672e-06
-26.66,3.64694349055e-06
